PlateVoltage,0V,-0.5V,-1.0V,-1.5V,-2.0V,-2.5V,-3.0V,-3.5V,-4.0V,-5.0V
146.196,0.0166789,0.0134496,0.0104048,0.0079923,0.006071,0.0046252,0.003253,0.0019903,0.0012121,0.0002166
146.879,0.0166819,0.0134508,0.0104064,0.0079946,0.0060722,0.004626,0.0032533,0.0019897,0.0012115,0.000217
147.562,0.0166848,0.013452,0.010408,0.007997,0.0060734,0.0046267,0.0032536,0.0019892,0.0012109,0.0002173
148.245,0.0166877,0.0134532,0.0104096,0.0079994,0.0060746,0.0046275,0.0032539,0.0019886,0.0012104,0.0002176
148.928,0.0166907,0.0134543,0.0104112,0.0080018,0.0060758,0.0046282,0.0032542,0.001988,0.0012098,0.0002179
149.611,0.0166936,0.0134555,0.0104128,0.0080042,0.006077,0.004629,0.0032545,0.0019875,0.0012092,0.0002182
150.295,0.0166965,0.0134567,0.0104144,0.0080066,0.0060782,0.0046297,0.0032548,0.0019869,0.0012087,0.0002185
150.978,0.0166995,0.0134579,0.010416,0.008009,0.0060794,0.0046305,0.0032551,0.0019863,0.0012081,0.0002188
151.661,0.0167024,0.013459,0.0104176,0.0080114,0.0060806,0.0046312,0.0032555,0.0019858,0.0012076,0.0002191
152.344,0.0167053,0.0134602,0.0104192,0.0080138,0.0060817,0.004632,0.0032558,0.0019852,0.001207,0.0002194
153.027,0.0167082,0.0134614,0.0104208,0.0080162,0.0060829,0.0046327,0.0032561,0.0019847,0.0012064,0.0002197
153.71,0.0167112,0.0134626,0.0104224,0.0080186,0.0060841,0.0046335,0.0032564,0.0019841,0.0012059,0.00022
154.393,0.0167141,0.0134637,0.010424,0.008021,0.0060853,0.0046342,0.0032567,0.0019835,0.0012053,0.0002203
155.076,0.016717,0.0134649,0.0104256,0.0080234,0.0060865,0.004635,0.003257,0.001983,0.0012047,0.0002207
155.76,0.01672,0.0134661,0.0104272,0.0080257,0.0060877,0.0046357,0.0032573,0.0019824,0.0012042,0.000221
156.443,0.0167229,0.0134673,0.0104288,0.0080281,0.0060889,0.0046365,0.0032576,0.0019818,0.0012036,0.0002213
157.126,0.0167258,0.0134684,0.0104304,0.0080305,0.0060901,0.0046372,0.0032579,0.0019813,0.001203,0.0002216
157.809,0.0167288,0.0134696,0.010432,0.0080329,0.0060913,0.004638,0.0032582,0.0019807,0.0012025,0.0002219
158.492,0.0167317,0.0134708,0.0104336,0.0080353,0.0060924,0.0046387,0.0032585,0.0019801,0.0012019,0.0002222
159.175,0.0167345,0.013472,0.0104352,0.0080377,0.0060936,0.0046399,0.0032588,0.0019796,0.0012013,0.0002225
159.858,0.0167361,0.0134738,0.0104368,0.0080401,0.0060948,0.004641,0.0032598,0.0019794,0.0012008,0.0002228
160.541,0.0167377,0.0134758,0.0104384,0.0080425,0.006096,0.0046422,0.003261,0.0019797,0.0012003,0.0002222
161.225,0.0167392,0.0134778,0.01044,0.0080449,0.0060972,0.0046433,0.0032621,0.00198,0.0011997,0.0002217
161.908,0.0167408,0.0134798,0.0104416,0.0080473,0.0060984,0.0046444,0.0032633,0.0019803,0.0011992,0.0002212
162.591,0.0167424,0.0134818,0.0104432,0.0080497,0.0060996,0.0046456,0.0032644,0.0019806,0.0011987,0.0002206
163.274,0.016744,0.0134838,0.0104447,0.0080521,0.0061008,0.0046467,0.0032656,0.001981,0.0011981,0.0002201
163.957,0.0167456,0.0134858,0.0104463,0.0080545,0.006102,0.0046478,0.0032667,0.0019813,0.0011976,0.0002196
164.64,0.0167472,0.0134878,0.0104479,0.0080568,0.0061032,0.004649,0.0032679,0.0019816,0.001197,0.0002191
165.323,0.0167488,0.0134898,0.0104495,0.0080592,0.0061043,0.0046501,0.003269,0.0019819,0.0011965,0.0002185
166.006,0.0167504,0.0134918,0.0104511,0.0080616,0.0061055,0.0046512,0.0032702,0.0019822,0.001196,0.000218
166.689,0.016752,0.0134938,0.0104527,0.008064,0.0061067,0.0046524,0.0032713,0.0019825,0.0011954,0.0002175
167.373,0.0167535,0.0134958,0.0104543,0.0080664,0.0061079,0.0046535,0.0032725,0.0019828,0.0011949,0.0002169
168.056,0.0167551,0.0134978,0.0104559,0.0080688,0.0061091,0.0046546,0.0032736,0.0019831,0.0011944,0.0002164
168.739,0.0167567,0.0134998,0.0104574,0.0080712,0.0061103,0.0046558,0.0032748,0.0019834,0.0011938,0.0002159
169.422,0.0167583,0.0135018,0.010459,0.0080736,0.0061115,0.0046569,0.003276,0.0019837,0.0011933,0.0002153
170.105,0.0167599,0.0135038,0.0104606,0.008076,0.0061127,0.004658,0.0032771,0.001984,0.0011927,0.0002148
170.788,0.0167615,0.0135058,0.0104622,0.0080784,0.0061139,0.0046592,0.0032783,0.0019843,0.0011922,0.0002143
171.471,0.0167631,0.0135078,0.0104638,0.0080808,0.006115,0.0046603,0.0032794,0.0019847,0.0011917,0.0002138
172.154,0.0167647,0.0135098,0.0104654,0.0080832,0.0061162,0.0046615,0.0032806,0.001985,0.0011911,0.0002132
172.838,0.0167662,0.0135118,0.010467,0.0080855,0.0061174,0.0046626,0.0032817,0.0019853,0.0011906,0.0002127
173.521,0.0167678,0.0135138,0.0104686,0.0080879,0.0061186,0.0046637,0.0032829,0.0019856,0.0011901,0.0002122
174.204,0.0167694,0.0135158,0.0104701,0.0080903,0.0061198,0.0046649,0.003284,0.0019859,0.0011895,0.0002116
174.887,0.016771,0.0135178,0.0104717,0.0080927,0.006121,0.004666,0.0032852,0.0019862,0.001189,0.0002111
175.57,0.0167726,0.0135198,0.0104733,0.0080951,0.0061222,0.0046671,0.0032863,0.0019865,0.0011884,0.0002106
176.253,0.0167742,0.0135218,0.0104749,0.0080975,0.0061234,0.0046683,0.0032875,0.0019868,0.0011879,0.00021
176.936,0.0167758,0.0135238,0.0104765,0.0080999,0.0061246,0.0046694,0.0032887,0.0019871,0.0011874,0.0002095
177.619,0.0167774,0.0135258,0.0104781,0.0081023,0.0061258,0.0046705,0.0032898,0.0019874,0.0011868,0.000209
178.303,0.016779,0.0135278,0.0104797,0.0081047,0.0061269,0.0046717,0.003291,0.0019877,0.0011863,0.0002084
178.986,0.0167805,0.0135299,0.0104813,0.0081071,0.0061281,0.0046728,0.0032921,0.001988,0.0011858,0.0002079
179.669,0.0167821,0.0135319,0.0104828,0.0081095,0.0061293,0.0046739,0.0032933,0.0019884,0.0011852,0.0002074
180.352,0.0167837,0.0135339,0.0104844,0.0081116,0.0061305,0.0046751,0.0032944,0.0019887,0.0011847,0.0002069
181.035,0.0167853,0.0135359,0.010486,0.0081124,0.0061316,0.0046762,0.0032956,0.001989,0.0011842,0.0002063
181.718,0.0167869,0.0135379,0.0104876,0.0081131,0.0061328,0.0046773,0.0032967,0.0019893,0.0011836,0.0002058
182.401,0.0167885,0.0135399,0.0104892,0.0081139,0.0061339,0.0046785,0.0032979,0.0019896,0.0011831,0.0002053
183.084,0.0167901,0.0135419,0.0104908,0.0081146,0.0061351,0.0046796,0.003299,0.0019899,0.0011825,0.0002047
183.768,0.0167917,0.0135439,0.0104924,0.0081153,0.0061362,0.0046808,0.0033002,0.0019902,0.001182,0.0002042
184.451,0.0167932,0.0135459,0.010494,0.0081161,0.0061374,0.0046819,0.0033013,0.0019905,0.0011815,0.0002037
185.134,0.0167948,0.0135479,0.0104955,0.0081168,0.0061385,0.004683,0.0033025,0.0019908,0.0011809,0.0002031
185.817,0.0167964,0.0135499,0.0104971,0.0081175,0.0061397,0.0046842,0.0033037,0.0019911,0.0011804,0.0002026
186.5,0.016798,0.0135519,0.0104987,0.0081183,0.0061408,0.0046853,0.0033048,0.0019914,0.0011799,0.0002021
187.183,0.0167996,0.0135539,0.0105003,0.008119,0.006142,0.0046864,0.003306,0.0019917,0.0011793,0.0002016
187.866,0.0168012,0.0135559,0.0105019,0.0081198,0.0061432,0.0046876,0.0033071,0.0019921,0.0011788,0.000201
188.549,0.0168028,0.0135579,0.0105035,0.0081205,0.0061443,0.0046887,0.0033083,0.0019924,0.0011782,0.0002005
189.232,0.0168044,0.0135599,0.0105051,0.0081212,0.0061455,0.0046898,0.0033094,0.0019927,0.0011777,0.0002
189.916,0.0168059,0.0135619,0.0105067,0.008122,0.0061466,0.004691,0.0033106,0.001993,0.0011772,0.0001994
190.599,0.0168075,0.0135639,0.0105083,0.0081227,0.0061478,0.0046921,0.0033117,0.0019933,0.0011766,0.0001989
191.282,0.0168091,0.0135659,0.0105098,0.0081235,0.0061489,0.0046932,0.0033129,0.0019936,0.0011761,0.0001984
191.965,0.0168107,0.0135679,0.0105114,0.0081242,0.0061501,0.0046944,0.003314,0.0019939,0.0011756,0.0001978
192.648,0.0168123,0.0135699,0.010513,0.0081249,0.0061512,0.0046955,0.0033152,0.0019942,0.001175,0.0001973
193.331,0.0168139,0.0135719,0.0105146,0.0081257,0.0061524,0.0046966,0.0033164,0.0019945,0.0011745,0.0001968
194.014,0.0168155,0.0135739,0.0105162,0.0081264,0.0061535,0.0046978,0.0033175,0.0019948,0.0011739,0.0001962
194.697,0.0168171,0.0135759,0.0105178,0.0081271,0.0061547,0.0046989,0.0033187,0.0019951,0.0011734,0.0001957
195.381,0.0168187,0.0135779,0.0105194,0.0081279,0.0061559,0.0047001,0.0033198,0.0019954,0.0011729,0.0001952
196.064,0.0168202,0.0135799,0.010521,0.0081286,0.006157,0.0047012,0.003321,0.0019958,0.0011723,0.0001947
196.747,0.0168218,0.0135819,0.0105225,0.0081294,0.0061582,0.0047023,0.0033221,0.0019961,0.0011718,0.0001941
197.43,0.0168234,0.0135839,0.0105241,0.0081301,0.0061593,0.0047035,0.0033233,0.0019964,0.0011713,0.0001936
198.113,0.016825,0.0135859,0.0105257,0.0081308,0.0061605,0.0047046,0.0033244,0.0019967,0.0011707,0.0001931
198.796,0.0168266,0.0135879,0.0105273,0.0081316,0.0061616,0.0047057,0.0033256,0.001997,0.0011702,0.0001925
199.479,0.0168282,0.0135899,0.0105289,0.0081323,0.0061628,0.0047069,0.0033267,0.0019973,0.0011697,0.000192
200.162,0.0168298,0.0135915,0.0105302,0.008133,0.0061639,0.0047079,0.0033273,0.0019976,0.0011693,0.0001915
200.846,0.0168314,0.0135926,0.0105314,0.0081338,0.0061651,0.0047086,0.0033272,0.0019976,0.0011692,0.0001909
201.529,0.016833,0.0135938,0.0105325,0.0081345,0.0061663,0.0047094,0.0033271,0.0019975,0.0011691,0.0001904
202.212,0.0168346,0.013595,0.0105337,0.0081353,0.0061674,0.0047101,0.0033269,0.0019974,0.001169,0.0001898
202.895,0.0168362,0.0135961,0.0105349,0.008136,0.0061686,0.0047108,0.0033268,0.0019973,0.0011688,0.0001892
203.578,0.0168378,0.0135973,0.0105361,0.0081367,0.0061697,0.0047116,0.0033267,0.0019971,0.0011687,0.0001886
204.261,0.0168394,0.0135985,0.0105372,0.0081375,0.0061709,0.0047123,0.0033266,0.001997,0.0011686,0.0001881
204.944,0.016841,0.0135996,0.0105384,0.0081382,0.006172,0.004713,0.0033265,0.0019969,0.0011685,0.0001875
205.627,0.0168426,0.0136008,0.0105396,0.008139,0.0061732,0.0047138,0.0033263,0.0019968,0.0011684,0.0001869
206.311,0.0168442,0.013602,0.0105408,0.0081397,0.0061743,0.0047145,0.0033262,0.0019967,0.0011683,0.0001864
206.994,0.0168458,0.0136031,0.0105419,0.0081404,0.0061755,0.0047153,0.0033261,0.0019965,0.0011682,0.0001858
207.677,0.0168474,0.0136043,0.0105431,0.0081412,0.0061766,0.004716,0.003326,0.0019964,0.0011681,0.0001852
208.36,0.016849,0.0136055,0.0105443,0.0081419,0.0061778,0.0047167,0.0033259,0.0019963,0.001168,0.0001846
209.043,0.0168506,0.0136066,0.0105455,0.0081426,0.006179,0.0047175,0.0033257,0.0019962,0.0011678,0.0001841
209.726,0.0168522,0.0136078,0.0105466,0.0081434,0.0061801,0.0047182,0.0033256,0.001996,0.0011677,0.0001835
210.409,0.0168538,0.013609,0.0105478,0.0081441,0.0061813,0.0047189,0.0033255,0.0019959,0.0011676,0.0001829
211.092,0.0168554,0.0136101,0.010549,0.0081449,0.0061824,0.0047197,0.0033254,0.0019958,0.0011675,0.0001824
211.775,0.016857,0.0136113,0.0105502,0.0081456,0.0061836,0.0047204,0.0033253,0.0019957,0.0011674,0.0001818
212.459,0.0168585,0.0136125,0.0105513,0.0081463,0.0061847,0.0047212,0.0033251,0.0019956,0.0011673,0.0001812
213.142,0.0168601,0.0136137,0.0105525,0.0081471,0.0061859,0.0047219,0.003325,0.0019954,0.0011672,0.0001806
213.825,0.0168617,0.0136148,0.0105537,0.0081478,0.006187,0.0047226,0.0033249,0.0019953,0.0011671,0.0001801
214.508,0.0168633,0.013616,0.0105549,0.0081485,0.0061882,0.0047234,0.0033248,0.0019952,0.001167,0.0001795
215.191,0.0168649,0.0136172,0.010556,0.0081493,0.0061893,0.0047241,0.0033246,0.0019951,0.0011668,0.0001789
215.874,0.0168665,0.0136183,0.0105572,0.00815,0.0061905,0.0047249,0.0033245,0.001995,0.0011667,0.0001784
216.557,0.0168681,0.0136195,0.0105584,0.0081508,0.0061917,0.0047256,0.0033244,0.0019948,0.0011666,0.0001778
217.24,0.0168697,0.0136207,0.0105596,0.0081515,0.0061928,0.0047263,0.0033243,0.0019947,0.0011665,0.0001772
217.924,0.0168713,0.0136218,0.0105607,0.0081522,0.006194,0.0047271,0.0033242,0.0019946,0.0011664,0.0001766
218.607,0.0168729,0.013623,0.0105619,0.008153,0.0061951,0.0047278,0.003324,0.0019945,0.0011663,0.0001761
219.29,0.0168745,0.0136242,0.0105631,0.0081537,0.0061963,0.0047285,0.0033239,0.0019944,0.0011662,0.0001755
219.973,0.0168761,0.0136253,0.0105643,0.0081544,0.0061971,0.0047293,0.0033238,0.0019942,0.0011661,0.0001749
220.656,0.0168777,0.0136265,0.0105654,0.0081552,0.006197,0.00473,0.0033237,0.0019941,0.001166,0.0001753
221.339,0.0168793,0.0136277,0.0105666,0.0081559,0.0061969,0.0047308,0.0033236,0.001994,0.0011658,0.0001761
222.022,0.0168809,0.0136288,0.0105678,0.0081567,0.0061968,0.0047315,0.0033234,0.0019939,0.0011657,0.0001768
222.705,0.0168825,0.01363,0.010569,0.0081574,0.0061967,0.0047322,0.0033233,0.0019937,0.0011656,0.0001775
223.389,0.0168841,0.0136312,0.0105701,0.0081582,0.0061965,0.004733,0.0033232,0.0019936,0.0011655,0.0001783
224.072,0.0168857,0.0136323,0.0105713,0.0081589,0.0061964,0.0047337,0.0033231,0.0019935,0.0011654,0.000179
224.755,0.0168873,0.0136335,0.0105725,0.0081596,0.0061963,0.0047345,0.003323,0.0019934,0.0011653,0.0001798
225.438,0.0168889,0.0136347,0.0105737,0.0081604,0.0061962,0.0047352,0.0033228,0.0019933,0.0011652,0.0001805
226.121,0.0168905,0.0136359,0.0105748,0.0081611,0.006196,0.0047359,0.0033227,0.0019931,0.0011651,0.0001812
226.804,0.0168921,0.013637,0.010576,0.0081619,0.0061959,0.0047367,0.0033226,0.001993,0.001165,0.000182
227.487,0.0168937,0.0136382,0.0105772,0.0081626,0.0061958,0.0047374,0.0033225,0.0019929,0.0011648,0.0001827
228.17,0.0168953,0.0136394,0.0105784,0.0081633,0.0061957,0.0047381,0.0033223,0.0019928,0.0011647,0.0001834
228.853,0.0168969,0.0136405,0.0105795,0.0081641,0.0061956,0.0047389,0.0033222,0.0019927,0.0011646,0.0001842
229.537,0.0168985,0.0136417,0.0105807,0.0081648,0.0061954,0.0047396,0.0033221,0.0019925,0.0011645,0.0001849
230.22,0.0169001,0.0136429,0.0105819,0.0081656,0.0061953,0.0047404,0.003322,0.0019924,0.0011644,0.0001856
230.903,0.0169017,0.013644,0.0105831,0.0081663,0.0061952,0.0047411,0.0033219,0.0019923,0.0011643,0.0001864
231.586,0.0169033,0.0136452,0.0105842,0.0081671,0.0061951,0.0047418,0.0033217,0.0019922,0.0011642,0.0001871
232.269,0.0169049,0.0136464,0.0105854,0.0081678,0.0061949,0.0047426,0.0033216,0.0019921,0.0011641,0.0001878
232.952,0.0169065,0.0136475,0.0105866,0.0081685,0.0061948,0.0047433,0.0033215,0.0019919,0.001164,0.0001886
233.635,0.0169081,0.0136487,0.0105878,0.0081693,0.0061947,0.0047441,0.0033214,0.0019918,0.0011638,0.0001893
234.318,0.0169097,0.0136499,0.0105889,0.00817,0.0061946,0.0047448,0.0033213,0.0019917,0.0011637,0.00019
235.002,0.0169113,0.013651,0.0105901,0.0081708,0.0061945,0.0047455,0.0033211,0.0019916,0.0011636,0.0001908
235.685,0.0169129,0.0136522,0.0105913,0.0081715,0.0061943,0.0047463,0.003321,0.0019914,0.0011635,0.0001915
236.368,0.0169145,0.0136534,0.0105925,0.0081723,0.0061942,0.004747,0.0033209,0.0019913,0.0011634,0.0001922
237.051,0.0169161,0.0136545,0.0105936,0.008173,0.0061941,0.0047477,0.0033208,0.0019912,0.0011633,0.000193
237.734,0.0169177,0.0136557,0.0105948,0.0081737,0.006194,0.0047485,0.0033207,0.0019911,0.0011632,0.0001937
238.417,0.0169193,0.0136569,0.010596,0.0081745,0.0061939,0.0047492,0.0033205,0.001991,0.0011631,0.0001944
239.1,0.0169209,0.013658,0.0105972,0.0081752,0.0061937,0.00475,0.0033204,0.0019908,0.001163,0.0001952
239.783,0.0169217,0.0136592,0.010598,0.008176,0.0061936,0.0047507,0.0033203,0.0019907,0.0011628,0.0001959
240.467,0.0169224,0.0136599,0.0105987,0.0081767,0.0061935,0.0047506,0.0033202,0.0019906,0.0011627,0.0001966
241.15,0.0169232,0.0136606,0.0105994,0.0081774,0.0061934,0.0047505,0.00332,0.0019905,0.0011632,0.0001974
241.833,0.0169239,0.0136614,0.0106002,0.0081782,0.0061932,0.0047504,0.0033199,0.0019903,0.0011639,0.0001981
242.516,0.0169246,0.0136621,0.0106009,0.0081789,0.0061931,0.0047503,0.0033198,0.0019902,0.0011647,0.0001989
243.199,0.0169254,0.0136628,0.0106016,0.0081797,0.006193,0.0047501,0.0033197,0.0019901,0.0011654,0.0001996
243.882,0.0169261,0.0136636,0.0106024,0.0081804,0.0061929,0.00475,0.0033195,0.00199,0.0011662,0.0002003
244.565,0.0169268,0.0136643,0.0106031,0.0081812,0.0061928,0.0047499,0.0033194,0.0019898,0.0011669,0.0002011
245.248,0.0169276,0.013665,0.0106038,0.0081819,0.0061926,0.0047498,0.0033193,0.0019897,0.0011677,0.0002018
245.932,0.0169283,0.0136658,0.0106046,0.0081826,0.0061925,0.0047497,0.0033192,0.0019896,0.0011684,0.0002025
246.615,0.016929,0.0136665,0.0106053,0.0081834,0.0061924,0.0047495,0.003319,0.0019894,0.0011692,0.0002033
247.298,0.0169298,0.0136672,0.010606,0.0081841,0.0061923,0.0047494,0.0033189,0.0019893,0.0011699,0.000204
247.981,0.0169305,0.013668,0.0106068,0.0081849,0.0061922,0.0047493,0.0033188,0.0019892,0.0011707,0.0002047
248.664,0.0169312,0.0136687,0.0106075,0.0081856,0.006192,0.0047492,0.0033187,0.0019891,0.0011714,0.0002055
249.347,0.016932,0.0136694,0.0106082,0.0081863,0.0061919,0.0047491,0.0033185,0.0019889,0.0011721,0.0002062
250.03,0.0169327,0.0136702,0.0106089,0.0081871,0.0061918,0.0047489,0.0033184,0.0019888,0.0011729,0.0002069
250.713,0.0169334,0.0136709,0.0106097,0.0081878,0.0061917,0.0047488,0.0033183,0.0019887,0.0011736,0.0002077
251.396,0.0169342,0.0136716,0.0106104,0.0081886,0.0061915,0.0047487,0.0033182,0.0019885,0.0011744,0.0002084
252.08,0.0169349,0.0136724,0.0106111,0.0081893,0.0061914,0.0047486,0.003318,0.0019884,0.0011751,0.0002091
252.763,0.0169357,0.0136731,0.0106119,0.0081901,0.0061913,0.0047484,0.0033179,0.0019883,0.0011759,0.0002099
253.446,0.0169364,0.0136739,0.0106126,0.0081908,0.0061912,0.0047483,0.0033178,0.0019882,0.0011766,0.0002106
254.129,0.0169371,0.0136746,0.0106133,0.0081915,0.0061911,0.0047482,0.0033177,0.001988,0.0011774,0.0002113
254.812,0.0169379,0.0136753,0.0106141,0.0081923,0.0061909,0.0047481,0.0033175,0.0019879,0.0011781,0.0002121
255.495,0.0169386,0.0136761,0.0106148,0.008193,0.0061908,0.004748,0.0033174,0.0019878,0.0011789,0.0002128
256.178,0.0169393,0.0136768,0.0106155,0.0081938,0.0061907,0.0047478,0.0033173,0.0019876,0.0011796,0.0002135
256.861,0.0169401,0.0136775,0.0106163,0.0081945,0.0061906,0.0047477,0.0033172,0.0019875,0.0011804,0.0002143
257.545,0.0169408,0.0136783,0.010617,0.0081952,0.0061905,0.0047476,0.003317,0.0019874,0.0011811,0.000215
258.228,0.0169415,0.013679,0.0106177,0.008196,0.0061903,0.0047475,0.0033169,0.0019873,0.0011819,0.0002157
258.911,0.0169423,0.0136797,0.0106185,0.0081967,0.0061902,0.0047474,0.0033168,0.0019871,0.0011826,0.0002165
259.594,0.016943,0.0136805,0.0106192,0.0081975,0.0061901,0.0047472,0.0033167,0.001987,0.0011834,0.0002172
260.277,0.0169437,0.0136812,0.0106199,0.0081975,0.0061903,0.0047471,0.0033165,0.0019869,0.0011841,0.000218
260.96,0.0169445,0.0136819,0.0106206,0.0081974,0.0061906,0.004747,0.0033164,0.0019868,0.0011849,0.0002175
261.643,0.0169452,0.0136827,0.0106214,0.0081972,0.0061909,0.0047469,0.0033163,0.0019866,0.0011856,0.000217
262.326,0.0169459,0.0136834,0.0106221,0.0081971,0.0061913,0.0047467,0.0033162,0.0019865,0.0011864,0.0002164
263.01,0.0169467,0.0136841,0.0106228,0.008197,0.0061916,0.0047466,0.003316,0.0019864,0.0011871,0.0002159
263.693,0.0169474,0.0136849,0.0106236,0.0081969,0.0061919,0.0047465,0.0033159,0.0019862,0.0011879,0.0002153
264.376,0.0169481,0.0136856,0.0106243,0.0081967,0.0061922,0.0047464,0.0033158,0.0019861,0.0011886,0.0002148
265.059,0.0169489,0.0136863,0.010625,0.0081966,0.0061925,0.0047463,0.0033157,0.001986,0.0011894,0.0002142
265.742,0.0169496,0.0136871,0.0106258,0.0081965,0.0061928,0.0047461,0.0033156,0.0019859,0.0011901,0.0002137
266.425,0.0169504,0.0136878,0.0106265,0.0081964,0.0061931,0.004746,0.0033154,0.0019857,0.0011909,0.0002131
267.108,0.0169511,0.0136885,0.0106272,0.0081962,0.0061934,0.0047459,0.0033153,0.0019856,0.0011916,0.0002126
267.791,0.0169518,0.0136893,0.010628,0.0081961,0.0061937,0.0047458,0.0033152,0.0019855,0.0011924,0.000212
268.475,0.0169526,0.01369,0.0106287,0.008196,0.006194,0.0047457,0.0033151,0.0019853,0.0011931,0.0002115
269.158,0.0169533,0.0136908,0.0106294,0.0081959,0.0061943,0.0047455,0.0033149,0.0019852,0.0011939,0.0002109
269.841,0.016954,0.0136915,0.0106302,0.0081957,0.0061947,0.0047454,0.0033148,0.0019851,0.0011946,0.0002104
270.524,0.0169548,0.0136922,0.0106309,0.0081956,0.006195,0.0047453,0.0033147,0.001985,0.0011954,0.0002098
271.207,0.0169555,0.013693,0.0106316,0.0081955,0.0061953,0.0047452,0.0033146,0.0019848,0.0011961,0.0002093
271.89,0.0169562,0.0136937,0.0106324,0.0081954,0.0061956,0.004745,0.0033144,0.0019847,0.0011969,0.0002087
272.573,0.016957,0.0136944,0.0106331,0.0081952,0.0061959,0.0047449,0.0033143,0.0019846,0.0011976,0.0002081
273.256,0.0169577,0.0136952,0.0106338,0.0081951,0.0061962,0.0047448,0.0033142,0.0019844,0.0011983,0.0002076
273.939,0.0169584,0.0136959,0.0106345,0.008195,0.0061965,0.0047447,0.0033141,0.0019843,0.0011991,0.000207
274.623,0.0169592,0.0136966,0.0106353,0.0081949,0.0061968,0.0047446,0.0033139,0.0019842,0.0011998,0.0002065
275.306,0.0169599,0.0136974,0.010636,0.0081947,0.0061971,0.0047444,0.0033138,0.0019841,0.0012006,0.0002059
275.989,0.0169606,0.0136981,0.0106367,0.0081946,0.0061974,0.0047443,0.0033137,0.0019839,0.0012013,0.0002054
276.672,0.0169614,0.0136988,0.0106375,0.0081945,0.0061977,0.0047442,0.0033136,0.0019838,0.0012021,0.0002048
277.355,0.0169621,0.0136996,0.0106382,0.0081944,0.006198,0.0047441,0.0033134,0.0019837,0.0012028,0.0002043
278.038,0.0169628,0.0137003,0.0106389,0.0081942,0.0061984,0.004744,0.0033133,0.0019835,0.0012036,0.0002037
278.721,0.0169636,0.013701,0.0106397,0.0081941,0.0061987,0.0047438,0.0033132,0.0019834,0.0012043,0.0002032
279.404,0.0169644,0.0137018,0.0106404,0.008194,0.006199,0.0047437,0.0033132,0.0019833,0.0012051,0.0002026
280.088,0.016966,0.0137021,0.0106411,0.0081939,0.0061993,0.0047436,0.0033139,0.0019835,0.001205,0.0002021
280.771,0.0169675,0.0137016,0.0106419,0.0081937,0.0061996,0.0047435,0.0033146,0.0019838,0.0012044,0.0002015
281.454,0.0169691,0.013701,0.0106426,0.0081936,0.0061999,0.0047434,0.0033154,0.0019841,0.0012039,0.000201
282.137,0.0169707,0.0137004,0.0106434,0.0081935,0.0062002,0.0047432,0.0033161,0.0019845,0.0012033,0.0002004
282.82,0.0169723,0.0136999,0.0106441,0.0081934,0.0062005,0.0047431,0.0033168,0.0019848,0.0012028,0.0001999
283.503,0.0169739,0.0136993,0.0106449,0.0081932,0.0062008,0.004743,0.0033176,0.0019851,0.0012022,0.0001993
284.186,0.0169755,0.0136987,0.0106456,0.0081931,0.0062011,0.0047429,0.0033183,0.0019854,0.0012017,0.0001988
284.869,0.0169771,0.0136982,0.0106464,0.008193,0.0062014,0.0047428,0.003319,0.0019857,0.0012011,0.0001982
285.553,0.0169787,0.0136976,0.0106471,0.0081929,0.0062017,0.0047426,0.0033198,0.001986,0.0012006,0.0001977
286.236,0.0169802,0.013697,0.0106478,0.0081927,0.0062021,0.0047425,0.0033205,0.0019863,0.0012,0.0001971
286.919,0.0169818,0.0136965,0.0106486,0.0081926,0.0062024,0.0047424,0.0033212,0.0019866,0.0011995,0.0001966
287.602,0.0169834,0.0136959,0.0106493,0.0081925,0.0062027,0.0047423,0.003322,0.0019869,0.0011989,0.000196
288.285,0.016985,0.0136953,0.0106501,0.0081924,0.006203,0.0047422,0.0033227,0.0019872,0.0011984,0.0001955
288.968,0.0169866,0.0136948,0.0106508,0.0081922,0.0062033,0.0047421,0.0033234,0.0019875,0.0011978,0.0001949
289.651,0.0169882,0.0136942,0.0106516,0.0081921,0.0062036,0.0047419,0.0033242,0.0019878,0.0011973,0.0001944
290.334,0.0169898,0.0136936,0.0106523,0.008192,0.0062039,0.0047418,0.0033249,0.0019882,0.0011967,0.0001938
291.017,0.0169914,0.0136931,0.0106531,0.0081919,0.0062042,0.0047417,0.0033256,0.0019885,0.0011962,0.0001933
291.701,0.016993,0.0136925,0.0106538,0.0081917,0.0062045,0.0047416,0.0033263,0.0019888,0.0011956,0.0001927
292.384,0.0169945,0.0136919,0.0106546,0.0081916,0.0062048,0.0047415,0.0033271,0.0019891,0.0011951,0.0001922
293.067,0.0169961,0.0136914,0.0106553,0.0081915,0.0062051,0.0047413,0.0033278,0.0019894,0.0011945,0.0001916
293.75,0.0169977,0.0136908,0.010656,0.0081914,0.0062054,0.0047412,0.0033285,0.0019897,0.001194,0.0001911
294.433,0.0169993,0.0136903,0.0106568,0.0081912,0.0062058,0.0047411,0.0033293,0.00199,0.0011934,0.0001905
295.116,0.0170009,0.0136897,0.0106575,0.0081911,0.0062061,0.004741,0.00333,0.0019903,0.0011929,0.00019
295.799,0.0170025,0.0136891,0.0106583,0.008191,0.0062064,0.0047409,0.0033307,0.0019906,0.0011923,0.0001894
296.482,0.0170041,0.0136886,0.010659,0.0081909,0.0062067,0.0047408,0.0033315,0.0019909,0.0011918,0.0001889
