PlateVoltage,0V,-0.5V,-1.0V,-1.5V,-2.0V,-2.5V,-3.0V,-3.5V,-4.0V,-5.0V
297.166,0.0170057,0.013688,0.0106598,0.0081907,0.006207,0.0047406,0.0033322,0.0019912,0.0011912,0.0001883
297.849,0.0170072,0.0136874,0.0106605,0.0081906,0.0062073,0.0047405,0.0033329,0.0019915,0.0011907,0.0001878
298.532,0.0170088,0.0136869,0.0106613,0.0081905,0.0062076,0.0047404,0.0033337,0.0019919,0.0011901,0.0001872
299.215,0.0170104,0.0136863,0.010662,0.0081904,0.0062079,0.0047403,0.0033344,0.0019922,0.0011896,0.0001867
299.898,0.017012,0.0136857,0.0106628,0.0081914,0.0062082,0.0047402,0.0033351,0.0019925,0.001189,0.0001861
300.581,0.0170136,0.0136852,0.0106635,0.0081926,0.0062085,0.00474,0.0033359,0.0019928,0.0011885,0.0001862
301.264,0.0170152,0.0136846,0.0106642,0.0081937,0.0062088,0.0047399,0.0033366,0.0019931,0.0011879,0.000187
301.947,0.0170168,0.013684,0.010665,0.0081949,0.0062091,0.0047398,0.0033373,0.0019934,0.0011874,0.0001877
302.631,0.0170184,0.0136835,0.0106657,0.0081961,0.0062095,0.0047397,0.003338,0.0019937,0.0011868,0.0001885
303.314,0.01702,0.0136829,0.0106665,0.0081972,0.0062098,0.0047396,0.0033388,0.001994,0.0011863,0.0001892
303.997,0.0170215,0.0136823,0.0106672,0.0081984,0.0062101,0.0047395,0.0033395,0.0019943,0.0011857,0.0001899
304.68,0.0170231,0.0136818,0.010668,0.0081996,0.0062104,0.0047393,0.0033402,0.0019946,0.0011852,0.0001907
305.363,0.0170247,0.0136812,0.0106687,0.0082007,0.0062107,0.0047392,0.003341,0.0019949,0.0011846,0.0001914
306.046,0.0170263,0.0136806,0.0106695,0.0082019,0.006211,0.0047391,0.0033417,0.0019952,0.0011841,0.0001921
306.729,0.0170279,0.0136801,0.0106702,0.008203,0.0062113,0.004739,0.0033424,0.0019956,0.0011835,0.0001929
307.412,0.0170295,0.0136795,0.010671,0.0082042,0.0062116,0.0047389,0.0033432,0.0019959,0.001183,0.0001936
308.096,0.0170311,0.0136789,0.0106717,0.0082054,0.0062119,0.0047388,0.0033439,0.0019962,0.0011824,0.0001944
308.779,0.0170327,0.0136784,0.0106724,0.0082065,0.0062122,0.0047386,0.0033446,0.0019965,0.0011819,0.0001951
309.462,0.0170342,0.0136778,0.0106732,0.0082077,0.0062125,0.0047385,0.0033454,0.0019968,0.0011813,0.0001958
310.145,0.0170358,0.0136773,0.0106739,0.0082088,0.0062128,0.0047384,0.0033461,0.0019971,0.0011808,0.0001966
310.828,0.0170374,0.0136767,0.0106747,0.00821,0.0062132,0.0047383,0.0033468,0.0019974,0.0011802,0.0001973
311.511,0.017039,0.0136761,0.0106754,0.0082112,0.0062135,0.0047382,0.0033476,0.0019977,0.0011797,0.0001981
312.194,0.0170406,0.0136756,0.0106762,0.0082123,0.0062138,0.004738,0.0033483,0.001998,0.0011791,0.0001988
312.877,0.0170422,0.013675,0.0106769,0.0082135,0.0062141,0.0047379,0.003349,0.0019983,0.0011786,0.0001995
313.56,0.0170438,0.0136744,0.0106777,0.0082147,0.0062144,0.0047378,0.0033497,0.0019986,0.001178,0.0002003
314.244,0.0170454,0.0136739,0.0106784,0.0082158,0.0062147,0.0047377,0.0033505,0.0019989,0.0011775,0.000201
314.927,0.017047,0.0136733,0.0106791,0.008217,0.006215,0.0047376,0.0033512,0.0019993,0.0011769,0.0002017
315.61,0.0170485,0.0136727,0.0106799,0.0082181,0.0062153,0.0047375,0.0033519,0.0019996,0.0011764,0.0002025
316.293,0.0170501,0.0136722,0.0106806,0.0082193,0.0062156,0.0047373,0.0033527,0.0019999,0.0011758,0.0002032
316.976,0.0170517,0.0136716,0.0106814,0.0082205,0.0062159,0.0047372,0.0033534,0.0020002,0.0011753,0.000204
317.659,0.0170533,0.013671,0.0106821,0.0082216,0.0062162,0.0047371,0.0033541,0.0020005,0.0011747,0.0002047
318.342,0.0170549,0.0136705,0.0106829,0.0082228,0.0062165,0.004737,0.0033549,0.0020008,0.0011742,0.0002054
319.025,0.0170565,0.0136699,0.0106836,0.0082239,0.0062169,0.0047369,0.0033556,0.0020011,0.0011736,0.0002062
319.709,0.0170579,0.0136704,0.0106839,0.0082251,0.0062172,0.0047367,0.0033563,0.0020014,0.0011733,0.0002069
320.392,0.0170586,0.0136712,0.0106842,0.0082263,0.0062175,0.0047369,0.0033556,0.0020013,0.0011736,0.0002076
321.075,0.0170594,0.0136719,0.0106845,0.0082274,0.0062178,0.0047372,0.0033546,0.0020007,0.0011739,0.0002084
321.758,0.0170601,0.0136727,0.0106848,0.0082286,0.0062181,0.0047375,0.0033536,0.0020002,0.0011742,0.0002091
322.441,0.0170609,0.0136734,0.0106851,0.0082298,0.0062184,0.0047378,0.0033526,0.0019996,0.0011745,0.0002099
323.124,0.0170616,0.0136741,0.0106854,0.0082309,0.0062187,0.0047382,0.0033517,0.0019991,0.0011748,0.0002106
323.807,0.0170623,0.0136749,0.0106857,0.0082321,0.006219,0.0047385,0.0033507,0.0019985,0.0011751,0.0002113
324.49,0.0170631,0.0136756,0.0106861,0.0082332,0.0062193,0.0047388,0.0033497,0.001998,0.0011754,0.0002121
325.174,0.0170638,0.0136763,0.0106864,0.0082344,0.0062196,0.0047391,0.0033487,0.0019974,0.0011757,0.0002128
325.857,0.0170646,0.0136771,0.0106867,0.0082356,0.0062199,0.0047394,0.0033477,0.0019969,0.001176,0.0002136
326.54,0.0170653,0.0136778,0.010687,0.0082367,0.0062202,0.0047397,0.0033467,0.0019963,0.0011764,0.0002143
327.223,0.0170661,0.0136786,0.0106873,0.0082379,0.0062206,0.00474,0.0033457,0.0019958,0.0011767,0.000215
327.906,0.0170668,0.0136793,0.0106876,0.008239,0.0062209,0.0047403,0.0033447,0.0019952,0.001177,0.0002158
328.589,0.0170676,0.01368,0.0106879,0.0082402,0.0062212,0.0047406,0.0033437,0.0019947,0.0011773,0.0002165
329.272,0.0170683,0.0136808,0.0106882,0.0082414,0.0062215,0.0047409,0.0033427,0.0019941,0.0011776,0.0002172
329.955,0.0170691,0.0136815,0.0106885,0.0082425,0.0062218,0.0047412,0.0033418,0.0019936,0.0011779,0.000218
330.639,0.0170698,0.0136823,0.0106888,0.0082437,0.0062221,0.0047415,0.0033408,0.001993,0.0011782,0.0002187
331.322,0.0170705,0.013683,0.0106891,0.0082449,0.0062224,0.0047419,0.0033398,0.0019925,0.0011785,0.0002195
332.005,0.0170713,0.0136837,0.0106894,0.008246,0.0062227,0.0047422,0.0033388,0.0019919,0.0011788,0.0002202
332.688,0.017072,0.0136845,0.0106898,0.0082472,0.006223,0.0047425,0.0033378,0.0019914,0.0011791,0.0002209
333.371,0.0170728,0.0136852,0.0106901,0.0082483,0.0062233,0.0047428,0.0033368,0.0019908,0.0011794,0.0002217
334.054,0.0170735,0.0136859,0.0106904,0.0082495,0.0062236,0.0047431,0.0033358,0.0019903,0.0011798,0.0002224
334.737,0.0170743,0.0136867,0.0106907,0.0082507,0.0062239,0.0047434,0.0033348,0.0019897,0.0011801,0.0002231
335.42,0.017075,0.0136874,0.010691,0.0082518,0.0062243,0.0047437,0.0033338,0.0019892,0.0011804,0.0002239
336.103,0.0170758,0.0136882,0.0106913,0.008253,0.0062246,0.004744,0.0033328,0.0019886,0.0011807,0.0002246
336.787,0.0170765,0.0136889,0.0106916,0.0082541,0.0062249,0.0047443,0.0033319,0.0019881,0.001181,0.0002254
337.47,0.0170772,0.0136896,0.0106919,0.0082553,0.0062252,0.0047446,0.0033309,0.0019875,0.0011813,0.0002261
338.153,0.017078,0.0136904,0.0106922,0.0082565,0.0062255,0.0047449,0.0033299,0.001987,0.0011816,0.0002268
338.836,0.0170787,0.0136911,0.0106925,0.0082576,0.0062258,0.0047452,0.0033289,0.0019864,0.0011819,0.0002276
339.519,0.0170795,0.0136918,0.0106928,0.0082587,0.0062261,0.0047456,0.0033279,0.0019859,0.0011822,0.0002283
340.202,0.0170802,0.0136926,0.0106931,0.0082586,0.0062264,0.0047459,0.0033269,0.0019853,0.0011825,0.0002289
340.885,0.017081,0.0136933,0.0106935,0.0082584,0.0062262,0.0047462,0.0033259,0.0019848,0.0011828,0.0002288
341.568,0.0170817,0.0136941,0.0106938,0.0082583,0.0062261,0.0047465,0.0033249,0.0019842,0.0011831,0.0002287
342.252,0.0170825,0.0136948,0.0106941,0.0082582,0.006226,0.0047468,0.0033239,0.0019837,0.0011835,0.0002286
342.935,0.0170832,0.0136955,0.0106944,0.0082581,0.0062259,0.0047471,0.0033229,0.0019831,0.0011838,0.0002284
343.618,0.017084,0.0136963,0.0106947,0.008258,0.0062257,0.0047474,0.0033219,0.0019826,0.0011841,0.0002283
344.301,0.0170847,0.013697,0.010695,0.0082579,0.0062256,0.0047477,0.003321,0.001982,0.0011844,0.0002282
344.984,0.0170854,0.0136978,0.0106953,0.0082577,0.0062255,0.004748,0.00332,0.0019815,0.0011847,0.0002281
345.667,0.0170862,0.0136985,0.0106956,0.0082576,0.0062254,0.0047483,0.003319,0.0019809,0.001185,0.000228
346.35,0.0170869,0.0136992,0.0106959,0.0082575,0.0062252,0.0047486,0.003318,0.0019804,0.0011853,0.0002278
347.033,0.0170877,0.0137,0.0106962,0.0082574,0.0062251,0.0047489,0.003317,0.0019798,0.0011856,0.0002277
347.717,0.0170884,0.0137007,0.0106965,0.0082573,0.006225,0.0047493,0.003316,0.0019793,0.0011859,0.0002276
348.4,0.0170892,0.0137014,0.0106968,0.0082571,0.0062249,0.0047496,0.003315,0.0019787,0.0011862,0.0002275
349.083,0.0170899,0.0137022,0.0106972,0.008257,0.0062247,0.0047499,0.003314,0.0019782,0.0011865,0.0002274
349.766,0.0170907,0.0137029,0.0106975,0.0082569,0.0062246,0.0047502,0.003313,0.0019776,0.0011868,0.0002272
350.449,0.0170914,0.0137037,0.0106978,0.0082568,0.0062245,0.0047505,0.003312,0.001977,0.0011872,0.0002271
351.132,0.0170922,0.0137044,0.0106981,0.0082567,0.0062244,0.0047508,0.0033111,0.0019765,0.0011875,0.000227
351.815,0.0170929,0.0137051,0.0106984,0.0082566,0.0062242,0.0047511,0.0033101,0.0019759,0.0011878,0.0002269
352.498,0.0170936,0.0137059,0.0106987,0.0082564,0.0062241,0.0047514,0.0033091,0.0019754,0.0011881,0.0002267
353.181,0.0170944,0.0137066,0.010699,0.0082563,0.006224,0.0047517,0.0033081,0.0019748,0.0011884,0.0002266
353.865,0.0170951,0.0137074,0.0106993,0.0082562,0.0062239,0.004752,0.0033071,0.0019743,0.0011887,0.0002265
354.548,0.0170959,0.0137081,0.0106996,0.0082561,0.0062237,0.0047523,0.0033061,0.0019737,0.001189,0.0002264
355.231,0.0170966,0.0137088,0.0106999,0.008256,0.0062236,0.0047526,0.0033051,0.0019732,0.0011893,0.0002263
355.914,0.0170974,0.0137096,0.0107002,0.0082558,0.0062235,0.004753,0.0033041,0.0019726,0.0011896,0.0002261
356.597,0.0170981,0.0137103,0.0107005,0.0082557,0.0062234,0.0047533,0.0033031,0.0019721,0.0011899,0.000226
357.28,0.0170989,0.013711,0.0107009,0.0082556,0.0062232,0.0047536,0.0033021,0.0019715,0.0011902,0.0002259
357.963,0.0170996,0.0137118,0.0107012,0.0082555,0.0062231,0.0047539,0.0033012,0.001971,0.0011905,0.0002258
358.646,0.0171004,0.0137125,0.0107015,0.0082554,0.006223,0.0047542,0.0033002,0.0019704,0.0011909,0.0002257
359.33,0.0171004,0.0137128,0.0107018,0.0082553,0.0062229,0.0047545,0.0032992,0.0019699,0.0011912,0.0002255
360.013,0.0171003,0.0137125,0.0107022,0.0082551,0.0062227,0.0047538,0.0033001,0.0019697,0.0011915,0.0002254
360.696,0.0171002,0.0137123,0.010703,0.008255,0.0062226,0.0047529,0.0033013,0.0019717,0.0011922,0.0002253
361.379,0.0171001,0.013712,0.0107037,0.0082549,0.0062225,0.0047519,0.0033024,0.0019737,0.0011934,0.0002252
362.062,0.0171,0.0137117,0.0107045,0.0082548,0.0062224,0.0047509,0.0033036,0.0019758,0.0011945,0.000225
362.745,0.0170999,0.0137114,0.0107052,0.0082547,0.0062222,0.00475,0.0033047,0.0019778,0.0011957,0.0002249
363.428,0.0170998,0.0137112,0.0107059,0.0082545,0.0062221,0.004749,0.0033058,0.0019799,0.0011969,0.0002248
364.111,0.0170996,0.0137109,0.0107067,0.0082544,0.006222,0.0047481,0.003307,0.0019819,0.0011981,0.0002247
364.795,0.0170995,0.0137106,0.0107074,0.0082543,0.0062219,0.0047471,0.0033081,0.001984,0.0011992,0.0002246
365.478,0.0170994,0.0137104,0.0107082,0.0082542,0.0062217,0.0047461,0.0033093,0.001986,0.0012004,0.0002244
366.161,0.0170993,0.0137101,0.0107089,0.0082541,0.0062216,0.0047452,0.0033104,0.001988,0.0012016,0.0002243
366.844,0.0170992,0.0137098,0.0107097,0.008254,0.0062215,0.0047442,0.0033116,0.0019901,0.0012028,0.0002242
367.527,0.0170991,0.0137096,0.0107104,0.0082538,0.0062214,0.0047433,0.0033127,0.0019921,0.0012039,0.0002241
368.21,0.017099,0.0137093,0.0107112,0.0082537,0.0062212,0.0047423,0.0033139,0.0019942,0.0012051,0.000224
368.893,0.0170989,0.013709,0.0107119,0.0082536,0.0062211,0.0047413,0.003315,0.0019962,0.0012063,0.0002238
369.576,0.0170988,0.0137088,0.0107127,0.0082535,0.006221,0.0047404,0.0033162,0.0019982,0.0012075,0.0002237
370.26,0.0170986,0.0137085,0.0107134,0.0082534,0.0062209,0.0047394,0.0033173,0.0020003,0.0012086,0.0002236
370.943,0.0170985,0.0137082,0.0107141,0.0082532,0.0062207,0.0047385,0.0033185,0.0020023,0.0012098,0.0002235
371.626,0.0170984,0.0137079,0.0107149,0.0082531,0.0062206,0.0047375,0.0033196,0.0020044,0.001211,0.0002234
372.309,0.0170983,0.0137077,0.0107156,0.008253,0.0062205,0.0047365,0.0033208,0.0020064,0.0012122,0.0002232
372.992,0.0170982,0.0137074,0.0107164,0.0082529,0.0062204,0.0047356,0.0033219,0.0020084,0.0012133,0.0002231
373.675,0.0170981,0.0137071,0.0107171,0.0082528,0.0062202,0.0047346,0.0033231,0.0020105,0.0012145,0.000223
374.358,0.017098,0.0137069,0.0107179,0.0082527,0.0062201,0.0047337,0.0033242,0.0020125,0.0012157,0.0002229
375.041,0.0170979,0.0137066,0.0107186,0.0082525,0.00622,0.0047327,0.0033254,0.0020146,0.0012169,0.0002227
375.724,0.0170977,0.0137063,0.0107194,0.0082524,0.0062199,0.0047317,0.0033265,0.0020166,0.001218,0.0002226
376.408,0.0170976,0.0137061,0.0107201,0.0082523,0.0062197,0.0047308,0.0033276,0.0020187,0.0012192,0.0002225
377.091,0.0170975,0.0137058,0.0107209,0.0082522,0.0062196,0.0047298,0.0033288,0.0020207,0.0012204,0.0002224
377.774,0.0170974,0.0137055,0.0107216,0.0082521,0.0062195,0.0047289,0.0033299,0.0020227,0.0012216,0.0002223
378.457,0.0170973,0.0137053,0.0107223,0.008252,0.0062194,0.0047279,0.0033311,0.0020248,0.0012227,0.0002221
379.14,0.0170972,0.013705,0.0107231,0.0082518,0.0062192,0.0047269,0.0033322,0.0020268,0.0012239,0.000222
379.823,0.0170971,0.0137047,0.0107238,0.0082517,0.0062194,0.004726,0.0033334,0.0020289,0.0012251,0.0002219
380.506,0.017097,0.0137044,0.0107246,0.0082516,0.0062206,0.004725,0.0033345,0.0020309,0.0012263,0.0002218
381.189,0.0170969,0.0137042,0.0107253,0.0082515,0.0062217,0.0047241,0.0033357,0.0020329,0.0012274,0.0002217
381.873,0.0170967,0.0137039,0.0107261,0.0082513,0.0062229,0.0047231,0.0033368,0.002035,0.0012286,0.0002215
382.556,0.0170966,0.0137036,0.0107268,0.0082512,0.0062241,0.0047221,0.003338,0.002037,0.0012298,0.0002214
383.239,0.0170965,0.0137034,0.0107276,0.0082511,0.0062252,0.0047212,0.0033391,0.0020391,0.001231,0.0002213
383.922,0.0170964,0.0137031,0.0107283,0.008251,0.0062264,0.0047202,0.0033403,0.0020411,0.0012321,0.0002212
384.605,0.0170963,0.0137028,0.010729,0.0082508,0.0062276,0.0047193,0.0033414,0.0020431,0.0012333,0.0002211
385.288,0.0170962,0.0137026,0.0107298,0.0082507,0.0062287,0.0047183,0.0033426,0.0020452,0.0012345,0.000221
385.971,0.0170961,0.0137023,0.0107305,0.0082506,0.0062299,0.0047173,0.0033437,0.0020472,0.0012357,0.0002208
386.654,0.017096,0.013702,0.0107313,0.0082505,0.0062311,0.0047164,0.0033449,0.0020493,0.0012368,0.0002207
387.338,0.0170959,0.0137017,0.010732,0.0082503,0.0062322,0.0047154,0.003346,0.0020513,0.001238,0.0002206
388.021,0.0170957,0.0137015,0.0107328,0.0082502,0.0062334,0.0047145,0.0033472,0.0020534,0.0012392,0.0002205
388.704,0.0170956,0.0137012,0.0107335,0.0082501,0.0062346,0.0047135,0.0033483,0.0020554,0.0012403,0.0002204
389.387,0.0170955,0.0137009,0.0107343,0.00825,0.0062357,0.0047125,0.0033495,0.0020574,0.0012415,0.0002203
390.07,0.0170954,0.0137007,0.010735,0.0082498,0.0062369,0.0047116,0.0033506,0.0020595,0.0012427,0.0002201
390.753,0.0170953,0.0137004,0.0107358,0.0082497,0.0062381,0.0047106,0.0033517,0.0020615,0.0012439,0.00022
391.436,0.0170952,0.0137001,0.0107365,0.0082496,0.0062393,0.0047097,0.0033529,0.0020636,0.001245,0.0002199
392.119,0.0170951,0.0136999,0.0107372,0.0082495,0.0062404,0.0047087,0.003354,0.0020656,0.0012462,0.0002198
392.803,0.017095,0.0136996,0.010738,0.0082493,0.0062416,0.0047077,0.0033552,0.0020676,0.0012474,0.0002197
393.486,0.0170949,0.0136993,0.0107387,0.0082492,0.0062428,0.0047068,0.0033563,0.0020697,0.0012486,0.0002195
394.169,0.0170947,0.0136991,0.0107395,0.0082491,0.0062439,0.0047058,0.0033575,0.0020717,0.0012497,0.0002194
394.852,0.0170946,0.0136988,0.0107402,0.008249,0.0062451,0.0047049,0.0033586,0.0020738,0.0012509,0.0002193
395.535,0.0170945,0.0136985,0.010741,0.0082488,0.0062463,0.0047039,0.0033598,0.0020758,0.0012521,0.0002192
396.218,0.0170944,0.0136982,0.0107417,0.0082487,0.0062474,0.0047029,0.0033609,0.0020778,0.0012533,0.0002191
396.901,0.0170943,0.013698,0.0107425,0.0082486,0.0062486,0.004702,0.0033621,0.0020799,0.0012544,0.000219
397.584,0.0170942,0.0136977,0.0107432,0.0082485,0.0062498,0.004701,0.0033632,0.0020819,0.0012556,0.0002188
398.267,0.0170941,0.0136974,0.010744,0.0082483,0.0062509,0.0047001,0.0033644,0.002084,0.0012568,0.0002187
398.951,0.017094,0.0136972,0.0107447,0.0082482,0.0062521,0.0046991,0.0033655,0.002086,0.001258,0.0002186
399.634,0.0170939,0.0136969,0.0107443,0.0082481,0.0062533,0.0046981,0.0033667,0.0020875,0.0012591,0.0002185
400.317,0.0170937,0.0136966,0.0107438,0.008248,0.0062544,0.0046979,0.0033676,0.0020869,0.0012591,0.0002184
401,0.0170936,0.0136964,0.0107432,0.0082478,0.0062556,0.0046987,0.003367,0.0020864,0.0012581,0.0002182
401.683,0.0170935,0.0136961,0.0107426,0.0082477,0.0062568,0.0046994,0.0033665,0.0020858,0.0012572,0.0002181
402.366,0.0170934,0.0136958,0.0107421,0.0082476,0.0062579,0.0047001,0.0033659,0.0020853,0.0012562,0.000218
403.049,0.0170933,0.0136956,0.0107415,0.0082475,0.0062591,0.0047009,0.0033654,0.0020848,0.0012552,0.0002179
403.732,0.0170932,0.0136953,0.0107409,0.0082473,0.0062603,0.0047016,0.0033648,0.0020842,0.0012542,0.0002178
404.416,0.0170931,0.013695,0.0107404,0.0082472,0.0062615,0.0047024,0.0033643,0.0020837,0.0012533,0.0002177
405.099,0.017093,0.0136947,0.0107398,0.0082471,0.0062626,0.0047031,0.0033637,0.0020832,0.0012523,0.0002175
405.782,0.0170928,0.0136945,0.0107392,0.008247,0.0062638,0.0047038,0.0033632,0.0020826,0.0012513,0.0002174
406.465,0.0170927,0.0136942,0.0107387,0.0082468,0.006265,0.0047046,0.0033626,0.0020821,0.0012504,0.0002173
407.148,0.0170926,0.0136939,0.0107381,0.0082467,0.0062661,0.0047053,0.0033621,0.0020816,0.0012494,0.0002172
407.831,0.0170925,0.0136937,0.0107375,0.0082466,0.0062673,0.0047061,0.0033615,0.002081,0.0012484,0.0002171
408.514,0.0170924,0.0136934,0.010737,0.0082465,0.0062685,0.0047068,0.003361,0.0020805,0.0012475,0.000217
409.197,0.0170923,0.0136931,0.0107364,0.0082463,0.0062696,0.0047076,0.0033604,0.0020799,0.0012465,0.0002168
409.881,0.0170922,0.0136929,0.0107359,0.0082462,0.0062708,0.0047083,0.0033599,0.0020794,0.0012455,0.0002167
410.564,0.0170921,0.0136926,0.0107353,0.0082461,0.006272,0.004709,0.0033593,0.0020789,0.0012445,0.0002166
411.247,0.017092,0.0136923,0.0107347,0.008246,0.0062731,0.0047098,0.0033588,0.0020783,0.0012436,0.0002165
411.93,0.0170918,0.0136921,0.0107342,0.0082458,0.0062743,0.0047105,0.0033582,0.0020778,0.0012426,0.0002164
412.613,0.0170917,0.0136918,0.0107336,0.0082457,0.0062755,0.0047113,0.0033577,0.0020773,0.0012416,0.0002162
413.296,0.0170916,0.0136915,0.010733,0.0082456,0.0062766,0.004712,0.0033571,0.0020767,0.0012407,0.0002161
413.979,0.0170915,0.0136912,0.0107325,0.0082455,0.0062778,0.0047127,0.0033566,0.0020762,0.0012397,0.000216
414.662,0.0170914,0.013691,0.0107319,0.0082453,0.006279,0.0047135,0.003356,0.0020756,0.0012387,0.0002159
415.345,0.0170913,0.0136907,0.0107313,0.0082452,0.0062801,0.0047142,0.0033555,0.0020751,0.0012378,0.0002158
416.029,0.0170912,0.0136904,0.0107308,0.0082451,0.0062813,0.004715,0.0033549,0.0020746,0.0012368,0.0002157
416.712,0.0170911,0.0136902,0.0107302,0.008245,0.0062825,0.0047157,0.0033544,0.002074,0.0012358,0.0002155
417.395,0.017091,0.0136899,0.0107296,0.0082448,0.0062836,0.0047165,0.0033538,0.0020735,0.0012348,0.0002154
418.078,0.0170908,0.0136896,0.0107291,0.0082447,0.0062848,0.0047172,0.0033533,0.002073,0.0012339,0.0002153
418.761,0.0170907,0.0136894,0.0107285,0.0082446,0.006286,0.0047179,0.0033527,0.0020724,0.0012329,0.0002152
419.444,0.0170906,0.0136891,0.0107279,0.0082446,0.0062872,0.0047187,0.0033522,0.0020719,0.0012319,0.0002151
420.127,0.0170905,0.0136888,0.0107274,0.0082449,0.0062865,0.0047194,0.0033516,0.0020713,0.001231,0.000215
420.81,0.0170904,0.0136886,0.0107268,0.0082452,0.0062855,0.0047202,0.0033511,0.0020708,0.00123,0.0002152
421.494,0.0170903,0.0136883,0.0107262,0.0082455,0.0062845,0.0047209,0.0033505,0.0020703,0.001229,0.0002155
422.177,0.0170902,0.013688,0.0107257,0.0082458,0.0062836,0.0047216,0.00335,0.0020697,0.0012281,0.0002158
422.86,0.0170901,0.0136877,0.0107251,0.0082461,0.0062826,0.0047224,0.0033494,0.0020692,0.0012271,0.0002161
423.543,0.01709,0.0136875,0.0107245,0.0082465,0.0062816,0.0047231,0.0033489,0.0020687,0.0012261,0.0002165
424.226,0.0170898,0.0136872,0.010724,0.0082468,0.0062806,0.0047239,0.0033483,0.0020681,0.0012251,0.0002168
424.909,0.0170897,0.0136869,0.0107234,0.0082471,0.0062796,0.0047246,0.0033478,0.0020676,0.0012242,0.0002171
425.592,0.0170896,0.0136867,0.0107229,0.0082474,0.0062786,0.0047254,0.0033472,0.002067,0.0012232,0.0002174
426.275,0.0170895,0.0136864,0.0107223,0.0082477,0.0062777,0.0047261,0.0033467,0.0020665,0.0012222,0.0002177
426.959,0.0170894,0.0136861,0.0107217,0.008248,0.0062767,0.0047268,0.0033461,0.002066,0.0012213,0.000218
427.642,0.0170893,0.0136859,0.0107212,0.0082483,0.0062757,0.0047276,0.0033456,0.0020654,0.0012203,0.0002183
428.325,0.0170892,0.0136856,0.0107206,0.0082486,0.0062747,0.0047283,0.003345,0.0020649,0.0012193,0.0002186
429.008,0.0170891,0.0136853,0.01072,0.0082489,0.0062737,0.0047291,0.0033445,0.0020644,0.0012184,0.0002189
429.691,0.017089,0.0136851,0.0107195,0.0082492,0.0062728,0.0047298,0.0033439,0.0020638,0.0012174,0.0002192
430.374,0.0170888,0.0136848,0.0107189,0.0082495,0.0062718,0.0047305,0.0033434,0.0020633,0.0012164,0.0002195
431.057,0.0170887,0.0136845,0.0107183,0.0082498,0.0062708,0.0047313,0.0033428,0.0020628,0.0012155,0.0002198
431.74,0.0170886,0.0136842,0.0107178,0.0082502,0.0062698,0.004732,0.0033423,0.0020622,0.0012145,0.0002202
432.424,0.0170885,0.013684,0.0107172,0.0082505,0.0062688,0.0047328,0.0033417,0.0020617,0.0012135,0.0002205
433.107,0.0170884,0.0136837,0.0107166,0.0082508,0.0062679,0.0047335,0.0033412,0.0020611,0.0012125,0.0002208
433.79,0.0170883,0.0136834,0.0107161,0.0082511,0.0062669,0.0047343,0.0033406,0.0020606,0.0012116,0.0002211
434.473,0.0170882,0.0136832,0.0107155,0.0082514,0.0062659,0.004735,0.0033401,0.0020601,0.0012106,0.0002214
435.156,0.0170881,0.0136829,0.0107149,0.0082517,0.0062649,0.0047357,0.0033395,0.0020595,0.0012096,0.0002217
435.839,0.0170879,0.0136826,0.0107144,0.008252,0.0062639,0.0047365,0.003339,0.002059,0.0012087,0.000222
436.522,0.0170878,0.0136824,0.0107138,0.0082523,0.006263,0.0047372,0.0033384,0.0020585,0.0012077,0.0002223
437.205,0.0170877,0.0136821,0.0107132,0.0082526,0.006262,0.004738,0.0033379,0.0020579,0.0012067,0.0002226
437.888,0.0170876,0.0136818,0.0107127,0.0082529,0.006261,0.0047387,0.0033373,0.0020574,0.0012058,0.0002229
438.572,0.0170875,0.0136816,0.0107121,0.0082532,0.00626,0.0047394,0.0033368,0.0020568,0.0012048,0.0002232
439.255,0.0170874,0.0136813,0.0107115,0.0082535,0.006259,0.0047402,0.0033362,0.0020563,0.0012038,0.0002235
439.938,0.0170873,0.013681,0.010711,0.0082539,0.0062581,0.004741,0.0033357,0.0020558,0.0012028,0.0002239
440.621,0.0170872,0.0136807,0.0107104,0.0082542,0.0062571,0.0047419,0.0033357,0.002056,0.0012047,0.0002242
441.304,0.0170871,0.0136805,0.0107099,0.0082545,0.0062561,0.0047428,0.003336,0.0020563,0.0012077,0.0002245
441.987,0.0170869,0.0136802,0.0107093,0.0082548,0.0062551,0.0047437,0.0033364,0.0020566,0.0012107,0.0002248
442.67,0.0170868,0.0136799,0.0107087,0.0082551,0.0062541,0.0047445,0.0033367,0.0020569,0.0012137,0.0002251
443.353,0.0170867,0.0136797,0.0107082,0.0082554,0.0062531,0.0047454,0.003337,0.0020572,0.0012167,0.0002254
444.037,0.0170866,0.0136794,0.0107076,0.0082557,0.0062522,0.0047463,0.0033373,0.0020575,0.0012197,0.0002257
444.72,0.0170865,0.0136791,0.010707,0.008256,0.0062512,0.0047472,0.0033376,0.0020578,0.0012226,0.000226
445.403,0.0170864,0.0136789,0.0107065,0.0082563,0.0062502,0.0047481,0.0033379,0.0020582,0.0012256,0.0002263
446.086,0.0170863,0.0136786,0.0107059,0.0082566,0.0062492,0.004749,0.0033382,0.0020585,0.0012286,0.0002266
446.769,0.0170862,0.0136783,0.0107053,0.0082569,0.0062482,0.0047499,0.0033385,0.0020588,0.0012316,0.0002269
447.452,0.0170861,0.013678,0.0107048,0.0082572,0.0062473,0.0047507,0.0033388,0.0020591,0.0012346,0.0002272
