PlateVoltage,0V,-2V,-4V,-6V,-8V,-10V,-12V,-14V,-16V
384.62,0.15483,0.12555,0.09758,0.07412,0.05446,0.03667,0.02412,0.01338,0.00717
385.99,0.15481,0.12566,0.09764,0.07417,0.05449,0.03668,0.02415,0.01341,0.00718
387.36,0.1548,0.12575,0.0977,0.07422,0.05453,0.03668,0.02417,0.01343,0.00719
388.74,0.15479,0.12584,0.09776,0.07427,0.05457,0.03668,0.02419,0.01346,0.00719
390.11,0.15479,0.12591,0.09782,0.07432,0.05461,0.03667,0.02421,0.01349,0.00719
391.48,0.15478,0.12598,0.09787,0.07437,0.05465,0.03666,0.02422,0.01353,0.00718
392.86,0.15477,0.12604,0.09793,0.07442,0.05469,0.03665,0.02423,0.01356,0.00717
394.23,0.15477,0.12609,0.09798,0.07446,0.05473,0.03663,0.02424,0.0136,0.00714
395.6,0.15476,0.12614,0.09804,0.07451,0.05477,0.03661,0.02425,0.01365,0.00711
396.98,0.15476,0.12618,0.09809,0.07456,0.05481,0.03658,0.02425,0.01369,0.00708
398.35,0.15476,0.12622,0.09814,0.0746,0.05484,0.03656,0.02426,0.01374,0.00704
399.72,0.15476,0.12626,0.09819,0.07464,0.05488,0.03653,0.02426,0.01379,0.00701
401.1,0.15476,0.12629,0.09824,0.07468,0.05492,0.0365,0.02426,0.01384,0.00697
402.47,0.15476,0.12632,0.09828,0.07472,0.05496,0.03648,0.02427,0.01389,0.00694
403.85,0.15476,0.12635,0.09832,0.07476,0.055,0.03646,0.02427,0.01394,0.00692
405.22,0.15476,0.12637,0.09836,0.07479,0.05503,0.03645,0.02428,0.01399,0.00691
406.59,0.15476,0.12639,0.0984,0.07483,0.05507,0.03645,0.02429,0.01403,0.00691
407.97,0.15476,0.12642,0.09844,0.07486,0.0551,0.03646,0.0243,0.01408,0.00692
409.34,0.15476,0.12644,0.09848,0.07489,0.05514,0.03648,0.02431,0.01413,0.00694
410.71,0.15476,0.12645,0.09851,0.07492,0.05517,0.0365,0.02433,0.01417,0.00696
412.09,0.15476,0.12647,0.09854,0.07495,0.0552,0.03654,0.02435,0.01421,0.00699
413.46,0.15476,0.12649,0.09858,0.07498,0.05523,0.03658,0.02438,0.01425,0.00703
414.83,0.15476,0.12649,0.09861,0.07501,0.05526,0.03663,0.02441,0.01429,0.00706
416.21,0.15476,0.12649,0.09864,0.07503,0.05529,0.03668,0.02444,0.01432,0.0071
417.58,0.15476,0.12649,0.09866,0.07506,0.05531,0.03673,0.02448,0.01436,0.00714
418.96,0.15476,0.12649,0.09869,0.07508,0.05534,0.03679,0.02452,0.01439,0.00718
420.33,0.15476,0.12649,0.09872,0.07511,0.05536,0.03684,0.02457,0.01442,0.00722
421.7,0.15476,0.12649,0.09874,0.07513,0.05538,0.0369,0.02462,0.01445,0.00725
423.08,0.15476,0.12649,0.09877,0.07515,0.05539,0.03695,0.02467,0.01448,0.00729
424.45,0.15476,0.12649,0.09879,0.07517,0.05541,0.037,0.02472,0.01451,0.00731
425.82,0.15476,0.12649,0.09882,0.07519,0.05542,0.03706,0.02478,0.01454,0.00734
427.2,0.15476,0.12649,0.09884,0.07521,0.05543,0.03711,0.02483,0.01457,0.00736
428.57,0.15476,0.12649,0.09886,0.07523,0.05543,0.03715,0.02489,0.0146,0.00736
429.94,0.15476,0.12649,0.09888,0.07525,0.05544,0.0372,0.02495,0.01463,0.00736
431.32,0.15476,0.12649,0.09891,0.07526,0.05544,0.03724,0.02501,0.01466,0.00736
432.69,0.15476,0.12649,0.09892,0.07528,0.05544,0.03728,0.02507,0.01469,0.00734
434.07,0.15476,0.12649,0.09892,0.0753,0.05544,0.03731,0.02512,0.01472,0.00732
435.44,0.15476,0.12649,0.09892,0.07531,0.05543,0.03734,0.02518,0.01475,0.0073
436.81,0.15476,0.12649,0.09892,0.07533,0.05543,0.03737,0.02524,0.01478,0.00727
438.19,0.15476,0.12649,0.09892,0.07535,0.05542,0.03738,0.02529,0.01482,0.00725
439.56,0.15476,0.12649,0.09892,0.07536,0.0554,0.0374,0.02535,0.01485,0.00723
440.93,0.15476,0.12649,0.09892,0.07538,0.05539,0.03741,0.0254,0.01489,0.00721
442.31,0.15476,0.12649,0.09892,0.07539,0.05538,0.03741,0.02545,0.01492,0.0072
443.68,0.15476,0.12649,0.09892,0.07541,0.05536,0.03741,0.02549,0.01496,0.00721
445.05,0.15476,0.12649,0.09892,0.07542,0.05534,0.03741,0.02554,0.01499,0.00722
446.43,0.15476,0.12649,0.09892,0.07543,0.05532,0.03741,0.02557,0.01503,0.00725
447.8,0.15476,0.12649,0.09892,0.07545,0.0553,0.0374,0.02561,0.01506,0.00729
449.18,0.15476,0.12649,0.09892,0.07546,0.05528,0.03739,0.02564,0.01509,0.00734
450.55,0.15476,0.12649,0.09892,0.07548,0.05525,0.03738,0.02566,0.01512,0.00739
451.92,0.15476,0.12649,0.09892,0.07548,0.05523,0.03737,0.02568,0.01515,0.00744
453.3,0.15476,0.12649,0.09892,0.07548,0.05521,0.03736,0.0257,0.01517,0.00749
454.67,0.15476,0.12649,0.09892,0.07548,0.05518,0.03735,0.02571,0.01519,0.00753
456.04,0.15476,0.12649,0.09892,0.07548,0.05516,0.03734,0.02571,0.01521,0.00757
457.42,0.15476,0.12649,0.09892,0.07548,0.05514,0.03734,0.0257,0.01522,0.0076
458.79,0.15476,0.12649,0.09892,0.07548,0.05514,0.03734,0.02569,0.01524,0.00763
460.16,0.15476,0.12649,0.09892,0.07548,0.05514,0.03735,0.02568,0.01524,0.00764
461.54,0.15476,0.12649,0.09892,0.07548,0.05514,0.03737,0.02566,0.01524,0.00766
462.91,0.15476,0.12649,0.09892,0.07548,0.05514,0.03739,0.02564,0.01524,0.00767
464.29,0.15476,0.12649,0.09892,0.07548,0.05514,0.03743,0.02561,0.01523,0.00767
465.66,0.15476,0.12649,0.09892,0.07548,0.05514,0.03747,0.02557,0.01522,0.00767
467.03,0.15476,0.12649,0.09892,0.07548,0.05514,0.03751,0.02553,0.01521,0.00766
468.41,0.15476,0.12649,0.09892,0.07548,0.05514,0.03756,0.02549,0.0152,0.00766
469.78,0.15476,0.12649,0.09892,0.07548,0.05514,0.03756,0.02545,0.01518,0.00765
471.15,0.15476,0.12649,0.09892,0.07548,0.05514,0.03756,0.0254,0.01516,0.00764
472.53,0.15476,0.12649,0.09892,0.07548,0.05514,0.03756,0.02535,0.01513,0.00762
473.9,0.15476,0.12649,0.09892,0.07548,0.05514,0.03756,0.02529,0.01511,0.00761
475.27,0.15476,0.12649,0.09892,0.07548,0.05514,0.03756,0.02524,0.01508,0.00759
476.65,0.15476,0.12649,0.09892,0.07548,0.05514,0.03756,0.02518,0.01506,0.00757
478.02,0.15476,0.12649,0.09892,0.07548,0.05514,0.03756,0.02516,0.01503,0.00755
479.4,0.15476,0.12649,0.09892,0.07548,0.05514,0.03756,0.02516,0.015,0.00752
480.77,0.15476,0.12649,0.09892,0.07548,0.05514,0.03756,0.02516,0.01497,0.0075
482.14,0.15476,0.12649,0.09892,0.07548,0.05514,0.03756,0.02516,0.01493,0.00747
483.52,0.15476,0.12649,0.09892,0.07548,0.05514,0.03756,0.02516,0.0149,0.00745
484.89,0.15476,0.12649,0.09892,0.07548,0.05514,0.03756,0.02516,0.01487,0.00742
486.26,0.15476,0.12649,0.09892,0.07548,0.05514,0.03756,0.02516,0.01484,0.0074
487.64,0.15476,0.12649,0.09892,0.07548,0.05514,0.03756,0.02516,0.01482,0.00737
489.01,0.15476,0.12649,0.09892,0.07548,0.05514,0.03756,0.02516,0.01482,0.00734
490.38,0.15476,0.12649,0.09892,0.07548,0.05514,0.03756,0.02516,0.01482,0.00731
491.76,0.15476,0.12649,0.09892,0.07548,0.05514,0.03756,0.02516,0.01482,0.00728
493.13,0.15476,0.12649,0.09892,0.07548,0.05514,0.03756,0.02516,0.01482,0.00725
